"application_id","gender","age_group","ethnicity","postcode","annual_income","credit_score","employment_years","debt_to_income_ratio","loan_amount","loan_purpose","previous_defaults","education_level","marital_status","occupation_category","loan_approved"
1591,"Male","51-65","Caucasian","Suburban",92988,529,14,0.66,64482,"Education",0,"Master","Married","Professional","YES"
1592,"Male","51-65","Caucasian","Urban_Center",45786,754,33,0.74,54212,"Home",1,"High_School","Married","Manual","NO"
1593,"Male","26-35","Caucasian","Suburban",32301,660,20,0.78,42632,"Education",0,"High_School","Single","Professional","YES"
1594,"Male","26-35","Caucasian","Urban_Center",109118,459,8,0.6,24812,"Home",1,"High_School","Married","Manual","NO"
1595,"Female","26-35","Caucasian","Urban_Center",81329,565,20,0.62,48446,"Education",1,"Bachelor","Married","Professional","NO"
1596,"Female",NA,"Caucasian","Suburban",80269,724,21,0.18,10543,"Car",0,"Bachelor","Married","Service","NO"
1597,"Male","51-65","Caucasian","Suburban",77624,727,27,0.18,48651,"Personal",0,"High_School","Single","Professional","YES"
1598,"Female","65+","Caucasian","Low_Income_Area",60826,503,39,0.17,97458,"Car",0,"Bachelor","Single","Professional","NO"
1599,"Male","36-50","Caucasian","Urban_Center",85174,651,37,0.27,24669,"Business",0,"Bachelor","Single","Professional","YES"
1600,"Female","51-65","Caucasian","Urban_Center",93719,464,33,0.23,85973,"Car",0,"High_School","Married","Service","NO"
1601,"Male","36-50","African_American","Rural",33766,739,17,0.79,29948,"Home",1,"High_School","Single","Manual","NO"
1602,"Female","51-65","Caucasian","Suburban",42139,699,15,0.21,8641,"Personal",0,"PhD","Married","Unemployed","YES"
1603,"Female","36-50","Caucasian","Urban_Center",50548,825,16,0.33,33935,"Home",0,"Master","Married","Professional","YES"
1604,"Male","26-35","Caucasian","Urban_Center",75517,624,11,0.17,68693,"Business",0,"PhD","Divorced","Manual","YES"
1605,"Male","26-35","Caucasian","Rural",25000,700,39,0.25,83602,"Personal",0,"Master","Widowed","Service","YES"
1606,"Female","18-25","African_American","Suburban",61851,581,34,0.55,72438,"Home",3,"High_School","Single","Manual","NO"
1607,"Male","18-25","Other","Suburban",35983,552,14,0.33,84226,"Car",0,"PhD","Married","Manual","NO"
1608,"Female","51-65","Hispanic","Urban_Center",58096,748,11,0.62,20471,"Home",1,"Bachelor","Widowed","Professional","YES"
1609,"Male","65+",NA,"Urban_Center",32860,742,12,0.79,79075,"Car",0,"High_School","Single","Professional","NO"
1610,"Female","36-50","African_American","Urban_Center",88409,683,12,0.61,47030,"Car",0,"Master","Married","Manual","YES"
1611,"Male","51-65","Caucasian","Rural",59479,696,28,0.55,83058,"Business",0,"Bachelor","Married","Professional","YES"
1612,"Male","51-65","African_American","Suburban",61106,682,4,0.61,35496,"Car",1,"Bachelor","Widowed","Professional","NO"
1613,"Female","51-65","Caucasian","Urban_Center",94842,691,18,0.37,98682,"Car",0,"High_School","Married","Manual","YES"
1614,"Non-binary","36-50","Caucasian","Suburban",47704,669,2,0.32,56589,"Business",0,"Master","Married","Service","NO"
1615,"Non-binary","26-35","Hispanic","Urban_Center",34069,518,27,0.7,99729,"Car",0,"Bachelor","Married","Professional","YES"
1616,"Female","36-50","Hispanic","Suburban",52613,450,26,0.79,74368,"Home",0,"Master","Divorced","Professional","NO"
1617,"Male","26-35","Caucasian","Urban_Center",51946,518,31,0.16,36097,"Home",0,"Bachelor","Married","Professional","YES"
1618,"Female","51-65","African_American","Rural",72007,775,6,0.45,14823,"Home",1,"Bachelor","Widowed","Manual","NO"
1619,"Female","36-50","Caucasian","Urban_Center",58684,538,40,0.42,8988,"Business",0,"High_School","Married","Service","YES"
1620,"Female","51-65","Asian","Urban_Center",36776,710,10,0.63,52937,"Personal",0,"Master","Widowed","Manual","NO"
1621,"Female","51-65","Caucasian","Urban_Center",61320,730,36,0.63,72183,"Home",0,"Bachelor","Married","Unemployed","NO"
1622,"Female","51-65","Caucasian","Low_Income_Area",76931,668,28,0.32,60087,"Personal",0,"Master","Married","Service","YES"
1623,"Female","36-50","Caucasian","Suburban",38132,682,33,0.19,27071,"Home",1,"High_School","Single","Service","YES"
1624,"Male","26-35","Caucasian","Urban_Center",85020,715,39,0.42,79692,"Education",0,"Bachelor","Single","Professional","YES"
1625,"Female","51-65","African_American","Urban_Center",79151,808,25,0.32,66225,"Home",0,"High_School","Divorced","Manual","NO"
1626,"Male","65+","Asian","Urban_Center",95010,650,31,0.41,25467,"Home",0,"Master","Single","Professional","YES"
1627,"Male","26-35","Caucasian","Suburban",58443,619,14,0.56,17030,"Car",0,"Bachelor","Single","Unemployed","YES"
1628,"Female","36-50","Caucasian","Rural",73452,588,38,0.18,8738,"Home",0,"High_School","Single","Professional","NO"
1629,"Male","36-50",NA,"Low_Income_Area",47536,744,21,0.16,70762,"Home",0,"High_School","Single","Manual","NO"
1630,"Male","26-35","Caucasian","Rural",59868,660,18,0.5,26167,"Home",1,"Bachelor","Single","Manual","YES"
1631,"Male","26-35","Caucasian","Suburban",43923,759,6,0.12,15601,"Education",0,"High_School","Single","Manual","YES"
1632,"Male","26-35","Asian","Urban_Center",86510,515,26,0.64,85606,"Education",0,"Master","Married","Manual","NO"
1633,"Female","26-35","Caucasian","Urban_Center",36035,604,32,0.37,97519,"Education",0,"PhD","Single","Service","YES"
1634,"Male","51-65","Caucasian","Rural",77294,625,9,0.18,79922,"Personal",1,"Bachelor","Single","Manual","YES"
1635,"Male","18-25","Caucasian","Suburban",51327,701,29,0.79,22013,"Home",0,"Master","Married","Professional","YES"
1636,"Male","26-35","Caucasian","Urban_Center",44041,715,33,0.63,51120,"Education",0,"Master","Married","Professional","NO"
1637,"Female","51-65","Caucasian","Suburban",94218,628,36,0.25,87608,"Car",0,"Master","Married","Manual","YES"
1638,"Female","26-35","Hispanic","Urban_Center",67139,673,27,0.57,39692,"Car",0,"PhD","Married","Service","NO"
1639,"Female","51-65","Hispanic","Suburban",71666,534,6,0.16,21703,"Business",1,"High_School","Widowed","Professional","NO"
1640,"Male","51-65","Caucasian","Suburban",68890,850,18,0.73,60806,"Home",2,"Bachelor","Married","Manual","YES"
1641,"Female","36-50","Caucasian","Rural",78052,624,16,0.42,67205,"Education",0,"Bachelor","Widowed","Unemployed","NO"
1642,"Male","36-50","Caucasian","Urban_Center",94498,640,7,0.21,6074,"Home",0,"Bachelor","Married","Manual","YES"
1643,"Male","65+","Caucasian","Urban_Center",66241,615,7,0.72,35952,"Car",0,"PhD","Divorced","Unemployed","YES"
1644,"Male","26-35","Hispanic","Urban_Center",89418,551,31,0.7,41572,"Home",0,"High_School","Married","Manual","NO"
1645,"Female","51-65",NA,"Urban_Center",25000,737,17,0.22,76397,"Home",0,"Bachelor","Married","Professional","YES"
1646,"Male","65+","Caucasian","Urban_Center",77602,468,25,0.8,61549,"Business",0,"Master","Married","Manual","NO"
1647,"Male","36-50","Caucasian","Urban_Center",73457,618,23,0.61,91445,"Education",0,"Bachelor","Single","Professional","NO"
1648,"Male","36-50","Caucasian","Suburban",68618,662,7,0.26,13327,"Home",0,"Master","Divorced","Manual","YES"
1649,"Female","51-65","Hispanic","Suburban",67542,503,32,0.37,96087,"Personal",0,"Bachelor","Divorced","Professional","NO"
1650,"Female","18-25","Caucasian","Rural",55847,757,38,0.26,64111,"Car",0,"Master","Married","Professional","NO"
1651,"Female","18-25","Other","Urban_Center",52538,602,25,0.12,61235,"Business",0,"High_School","Married","Manual","NO"
1652,"Male","36-50","Hispanic","Urban_Center",86913,716,28,0.23,83213,"Car",1,"Master","Single","Unemployed","YES"
1653,"Female","36-50","Caucasian","Low_Income_Area",61267,468,11,0.43,17789,"Car",0,"Bachelor","Married","Unemployed","NO"
1654,"Female","18-25","African_American","Urban_Center",88630,622,10,0.21,71182,"Business",0,"Bachelor","Single","Professional","NO"
1655,"Female","65+","Caucasian","Rural",57261,657,19,0.54,26692,"Business",1,"Master","Divorced","Service","NO"
1656,"Male","51-65","Caucasian","Suburban",44730,515,0,0.25,6242,"Personal",0,"High_School","Single","Service","YES"
1657,"Female","26-35","African_American","Rural",93931,742,7,0.39,97711,"Business",1,"High_School","Married","Professional","NO"
1658,"Male","51-65","Caucasian","Rural",63030,677,2,0.5,50011,"Home",2,"Master","Married","Professional","NO"
1659,"Female","18-25","Other","Suburban",89346,641,26,0.49,57363,"Personal",0,"Master","Single","Professional","NO"
1660,"Male","26-35","Caucasian","Urban_Center",40360,668,33,0.19,78583,"Business",1,"Master","Single","Service","YES"
1661,"Male","26-35","Caucasian","Urban_Center",72158,645,29,0.23,36593,"Business",0,"High_School","Single","Manual","YES"
1662,"Female","18-25","Caucasian","Urban_Center",58686,717,23,0.24,69184,"Car",0,"Bachelor","Married","Service","YES"
1663,"Female","26-35","Caucasian","Urban_Center",104081,668,4,0.27,71125,"Home",0,"High_School","Married","Service","YES"
1664,"Male","65+","Caucasian","Suburban",91154,804,30,0.11,34388,"Car",1,"Bachelor","Single","Service","YES"
1665,"Male","36-50","Caucasian","Suburban",76206,608,31,0.41,12415,"Business",0,"Bachelor","Divorced","Manual","YES"
1666,"Female","26-35","Caucasian","Rural",54862,737,6,0.1,81838,"Car",0,"High_School","Widowed","Service","YES"
1667,"Male","36-50","Caucasian","Urban_Center",84670,664,33,0.73,37059,"Home",1,"Bachelor","Widowed","Professional","YES"
1668,"Female","26-35","Caucasian","Suburban",79434,850,19,0.18,85787,"Car",0,"High_School","Married","Service","YES"
1669,"Female","26-35","Caucasian","Low_Income_Area",36065,653,30,0.16,24458,"Business",0,"PhD","Widowed","Manual","NO"
1670,"Female","18-25","Caucasian","Urban_Center",88759,663,25,0.49,84339,"Education",0,"Master","Widowed","Service","YES"
1671,"Male","18-25",NA,"Suburban",82140,615,32,0.25,5543,"Personal",0,"Bachelor","Single","Manual","YES"
1672,"Male","26-35","Caucasian","Suburban",61249,441,14,0.27,24899,"Business",0,"Master","Married","Professional","YES"
1673,"Female","36-50","Other","Rural",111240,453,7,0.44,69828,"Education",0,"PhD","Married","Service","NO"
1674,"Male","65+","Caucasian","Suburban",84057,636,30,0.51,76231,"Personal",1,"Master","Single","Manual","YES"
1675,"Female","65+","African_American","Suburban",54721,659,7,0.18,33067,"Home",0,"High_School","Married","Unemployed","NO"
1676,"Male","51-65","Asian","Urban_Center",83623,581,33,0.47,70706,"Car",0,"Bachelor","Married","Manual","YES"
1677,"Male","65+","Other","Urban_Center",73186,712,36,0.16,60961,"Business",0,"High_School","Single","Professional","YES"
1678,"Male","51-65","Caucasian","Suburban",61501,786,15,0.73,59076,"Education",0,"Master","Divorced","Unemployed","YES"
1679,"Male","36-50","Hispanic","Suburban",25000,821,31,0.37,81453,"Business",0,"High_School","Single","Professional","YES"
1680,"Female","36-50","Caucasian","Suburban",56368,432,3,0.51,68329,"Home",0,"Bachelor","Married","Service","NO"
1681,"Female","51-65","Caucasian","Rural",65486,731,15,0.32,50839,"Personal",0,"Master","Married","Professional","YES"
1682,"Male","65+","Caucasian","Urban_Center",79468,745,30,0.76,62104,"Car",0,"High_School","Married","Professional","NO"
1683,"Non-binary","36-50","Caucasian","Suburban",72053,719,29,0.6,85160,"Car",0,"Bachelor","Married","Service","YES"
1684,"Female","18-25","Caucasian","Suburban",69535,763,2,0.78,99297,"Education",0,"Master","Single","Professional","NO"
1685,"Female","26-35","African_American","Urban_Center",95264,635,39,0.34,21942,"Car",0,"High_School","Single","Service","NO"
1686,"Female","36-50","Caucasian","Urban_Center",63942,621,17,0.19,69600,"Education",1,"PhD","Married","Manual","YES"
1687,"Male","18-25","Caucasian","Low_Income_Area",43886,752,23,0.15,53493,"Personal",0,"Bachelor","Single","Manual","YES"
1688,"Male","65+","Caucasian","Suburban",54929,582,10,0.25,28350,"Car",1,"Bachelor","Divorced","Unemployed","YES"
1689,"Male","18-25","African_American","Urban_Center",61315,739,14,0.8,19915,"Education",0,"Master","Single","Professional","YES"
1690,"Non-binary","36-50","Hispanic","Urban_Center",53506,570,22,0.69,85739,"Personal",2,"High_School","Married","Professional","NO"
1691,"Female","36-50","Hispanic","Urban_Center",27708,591,11,0.32,90746,"Home",0,"High_School","Widowed","Service","NO"
1692,"Female","36-50","African_American","Suburban",76909,580,14,0.34,71859,"Business",0,"Bachelor","Divorced","Professional","NO"
1693,"Female","26-35","African_American","Low_Income_Area",80831,738,5,0.79,79649,"Education",1,"Bachelor","Married","Professional","NO"
1694,"Male","36-50","African_American","Rural",50277,644,37,0.27,46920,"Personal",0,"High_School","Married","Manual","YES"
1695,"Male","36-50","Caucasian","Low_Income_Area",73724,704,23,0.22,15505,"Education",0,"Master","Married","Unemployed","YES"
1696,"Male","36-50","Caucasian","Rural",58687,850,20,0.68,61659,"Home",0,"Master","Married","Unemployed","YES"
1697,"Male","51-65","Caucasian","Low_Income_Area",59092,551,28,0.59,75370,"Business",0,"Master","Married","Service","YES"
1698,"Male","18-25","Caucasian","Suburban",77082,783,21,0.42,19472,"Car",0,"High_School","Single","Manual","YES"
1699,"Female","36-50",NA,"Suburban",73362,712,23,0.28,68004,"Education",0,"Bachelor","Married","Manual","NO"
1700,"Female","36-50","Caucasian","Rural",53327,652,20,0.71,21382,"Education",0,"Bachelor","Married","Manual","YES"
1701,"Male","36-50","African_American","Suburban",50362,532,26,0.7,75577,"Education",0,"High_School","Single","Service","NO"
1702,"Female","36-50","Caucasian","Urban_Center",75866,850,17,0.31,99974,"Home",1,"Bachelor","Divorced","Manual","YES"
1703,"Female","65+","Hispanic","Rural",45019,484,18,0.29,98543,"Business",0,"Master","Single","Professional","NO"
1704,"Male","36-50","African_American","Suburban",50914,574,12,0.18,56364,"Home",0,"High_School","Single","Manual","YES"
1705,"Male","65+","Caucasian","Urban_Center",92662,763,27,0.45,25042,"Car",0,"Bachelor","Single","Manual","YES"
1706,"Male","51-65","Hispanic","Urban_Center",68206,495,35,0.63,71043,"Home",0,"Master","Single","Professional","NO"
1707,"Female",NA,"Hispanic","Low_Income_Area",56124,694,8,0.59,62684,"Personal",0,"High_School","Married","Service","NO"
1708,"Male","26-35","Caucasian","Suburban",41442,493,30,0.57,46422,"Car",0,"High_School","Single","Manual","NO"
1709,"Non-binary","18-25","Other","Urban_Center",79346,695,16,0.36,80219,"Home",0,"PhD","Married","Professional","YES"
1710,"Male","26-35","Caucasian","Suburban",53924,850,6,0.21,21109,"Personal",0,"Master","Widowed","Manual","YES"
1711,"Female","26-35","Other","Urban_Center",66938,670,19,0.27,46808,"Education",0,"Bachelor","Married","Professional","YES"
1712,"Female","36-50","Caucasian","Urban_Center",88802,698,32,0.64,13372,"Home",2,"High_School","Divorced","Unemployed","YES"
1713,"Female","65+","Caucasian","Low_Income_Area",60610,723,36,0.39,38274,"Home",2,"Bachelor","Married","Service","YES"
1714,"Male","51-65","Hispanic","Urban_Center",85623,570,20,0.17,33357,"Home",1,"Bachelor","Single","Manual","YES"
1715,"Female","51-65","African_American","Urban_Center",42078,554,1,0.12,65467,"Car",0,"Master","Divorced","Professional","NO"
1716,"Male","36-50","Caucasian","Suburban",29742,597,22,0.31,36787,"Home",1,"High_School","Married","Professional","NO"
1717,"Male","51-65","Caucasian","Rural",71545,686,40,0.39,80523,"Car",0,"High_School","Divorced","Professional","YES"
1718,"Male","65+","Caucasian","Suburban",88808,543,1,0.69,63681,"Education",0,"Master","Single","Professional","NO"
1719,"Male","36-50","Hispanic","Urban_Center",54473,642,10,0.31,16199,"Car",0,"Bachelor","Single","Unemployed","NO"
1720,"Female","26-35","Caucasian","Suburban",59897,730,10,0.64,86919,"Home",1,"Master","Married","Professional","YES"
1721,"Male","18-25","Caucasian","Urban_Center",83522,595,34,0.46,46172,"Home",1,"High_School","Single","Service","YES"
1722,"Female","36-50","Caucasian","Suburban",55908,644,31,0.46,44852,"Education",0,"PhD","Single","Professional","NO"
1723,"Male","26-35",NA,"Suburban",42596,667,16,0.14,42611,"Home",0,"High_School","Married","Professional","YES"
1724,"Female","65+","Caucasian","Suburban",48485,489,12,0.48,97321,"Business",0,"Master","Single","Service","NO"
1725,"Female","36-50","Caucasian","Suburban",61540,633,15,0.61,54431,"Car",0,"Bachelor","Divorced","Manual","YES"
1726,"Male","26-35","Caucasian","Urban_Center",34024,530,23,0.75,43973,"Business",0,"Bachelor","Married","Professional","NO"
1727,"Female","26-35","Asian","Suburban",81175,625,18,0.43,94525,"Home",0,"PhD","Widowed","Service","YES"
1728,"Male","36-50","Caucasian","Urban_Center",76480,701,28,0.12,79445,"Home",1,"Bachelor","Married","Professional","NO"
1729,"Female","26-35","Caucasian","Rural",81853,713,0,0.2,24180,"Car",1,"High_School","Divorced","Service","YES"
1730,"Female","36-50","Hispanic","Suburban",95911,561,2,0.59,22911,"Business",0,"Bachelor","Divorced","Professional","YES"
1731,"Non-binary","18-25","Caucasian","Suburban",84749,530,40,0.73,47457,"Home",0,"Master","Single","Manual","NO"
1732,"Female","51-65","Caucasian","Suburban",93960,828,2,0.37,31443,"Home",2,"Bachelor","Single","Service","NO"
1733,"Female","36-50","Caucasian","Suburban",57995,458,24,0.41,10876,"Business",0,"Bachelor","Divorced","Professional","YES"
1734,"Male","36-50","Hispanic","Urban_Center",88209,539,2,0.14,34421,"Car",0,"High_School","Married","Professional","YES"
1735,"Male","36-50","Caucasian","Suburban",37998,618,30,0.13,29965,"Business",0,"High_School","Married","Professional","YES"
1736,"Male","65+","Other","Urban_Center",77270,643,9,0.12,54886,"Home",0,"Bachelor","Single","Professional","YES"
1737,"Female","65+","Asian","Rural",98159,587,11,0.76,46587,"Home",1,"Bachelor","Married","Manual","NO"
1738,"Male","36-50","Caucasian","Urban_Center",106148,515,32,0.12,12954,"Home",0,"Master","Married","Manual","NO"
1739,"Non-binary","65+","Caucasian","Urban_Center",70819,641,9,0.3,37272,"Business",0,"PhD","Single","Service","YES"
1740,"Male","36-50","Caucasian","Suburban",80290,522,31,0.31,7886,"Business",0,"Bachelor","Widowed","Service","YES"
1741,"Female","18-25","Other","Rural",43428,600,36,0.5,31207,"Personal",0,"Bachelor","Married","Professional","NO"
1742,"Non-binary","36-50","Caucasian","Suburban",34325,692,7,0.48,93304,"Business",1,"PhD","Divorced","Service","YES"
1743,"Male","65+","Caucasian","Suburban",64753,753,31,0.76,65623,"Business",1,"PhD","Single","Manual","NO"
1744,"Female","36-50","Caucasian","Urban_Center",70858,760,38,0.31,93799,"Education",0,"High_School","Married","Service","YES"
1745,"Female","51-65",NA,"Low_Income_Area",62351,741,35,0.62,50131,"Education",0,"Master","Divorced","Service","YES"
1746,"Female","51-65","Caucasian","Suburban",48952,622,37,0.21,82090,"Car",0,"Master","Married","Unemployed","YES"
1747,"Male","36-50","Caucasian","Urban_Center",40556,474,15,0.47,28022,"Home",0,"PhD","Single","Professional","YES"
1748,"Male","36-50","Caucasian","Suburban",83825,494,33,0.22,57866,"Business",0,"Master","Divorced","Professional","YES"
1749,"Male","51-65","Caucasian","Rural",85120,719,4,0.52,17147,"Home",2,"Bachelor","Single","Professional","YES"
1750,"Female","26-35","Caucasian","Low_Income_Area",61817,421,34,0.18,13332,"Personal",0,"Master","Married","Service","YES"
1751,"Non-binary","18-25","Hispanic","Rural",98622,724,11,0.31,76925,"Car",0,"Bachelor","Married","Service","NO"
1752,"Male","26-35","Hispanic","Suburban",65306,652,19,0.77,6521,"Personal",1,"High_School","Single","Unemployed","YES"
1753,"Male","65+","African_American","Suburban",84542,841,38,0.67,17538,"Business",0,"Bachelor","Married","Manual","NO"
1754,"Male","36-50","Caucasian","Urban_Center",51572,649,11,0.49,35632,"Education",1,"High_School","Divorced","Manual","NO"
1755,"Non-binary","36-50","African_American","Urban_Center",77115,436,2,0.51,80961,"Home",2,"High_School","Divorced","Service","YES"
1756,"Female","51-65","Hispanic","Rural",78203,732,31,0.8,91436,"Business",0,"Master","Single","Professional","YES"
1757,"Male","51-65","Caucasian","Urban_Center",70794,759,38,0.29,48828,"Home",1,"Bachelor","Married","Professional","YES"
1758,"Female","36-50","Caucasian","Urban_Center",86819,609,26,0.42,13881,"Education",1,"Bachelor","Divorced","Professional","NO"
1759,"Female","51-65","Caucasian","Suburban",62332,621,12,0.31,67529,"Car",0,"PhD","Widowed","Professional","YES"
1760,"Male","36-50","Caucasian","Suburban",25000,690,38,0.73,79623,"Car",0,"Bachelor","Divorced","Unemployed","NO"
1761,"Male","26-35","Caucasian","Urban_Center",58265,676,2,0.59,10490,"Home",0,"Bachelor","Married","Manual","NO"
1762,"Female","65+","Hispanic","Low_Income_Area",80185,649,5,0.2,87231,"Personal",1,"Bachelor","Single","Service","NO"
1763,"Female","36-50","Caucasian","Suburban",27518,656,5,0.22,51315,"Car",0,"PhD","Married","Manual","YES"
1764,"Female","65+","Asian","Suburban",30698,848,37,0.2,17137,"Business",0,"PhD","Married","Manual","YES"
1765,"Female","18-25","African_American","Urban_Center",65456,760,25,0.63,59832,"Home",0,"Bachelor","Single","Unemployed","NO"
1766,"Non-binary","18-25","Caucasian","Suburban",67412,850,5,0.22,95146,"Education",0,"Bachelor","Widowed","Manual","NO"
1767,"Male","36-50","Hispanic","Suburban",89381,610,15,0.66,96631,"Home",0,"High_School","Married","Manual","NO"
1768,"Female","65+","Caucasian","Rural",63771,609,18,0.77,78864,"Home",1,"High_School","Married","Service","NO"
1769,"Male","51-65","Caucasian","Urban_Center",75159,619,0,0.22,85350,"Personal",0,"Bachelor","Married","Professional","NO"
1770,"Male","36-50","African_American","Rural",70466,722,1,0.24,91608,"Home",0,"Master","Married","Service","NO"
1771,"Male","18-25","Caucasian","Suburban",79890,828,14,0.72,37312,"Education",0,"Master","Married","Manual","NO"
1772,"Male","65+","African_American","Rural",83323,692,21,0.63,74434,"Home",0,"Bachelor","Married","Professional","NO"
1773,"Female","65+","Caucasian","Rural",38326,618,38,0.35,98533,"Education",0,"Bachelor","Single","Service","NO"
1774,"Male","36-50","African_American","Suburban",51330,681,25,0.32,50456,"Education",1,"Master","Single","Professional","YES"
1775,"Female","36-50","Caucasian","Suburban",83373,616,15,0.75,13962,"Home",0,"PhD","Widowed","Unemployed","NO"
1776,"Female","18-25","Asian","Suburban",25000,631,29,0.69,87220,"Home",0,"PhD","Married","Manual","NO"
1777,"Female","18-25","Asian","Urban_Center",25000,553,38,0.57,67243,"Home",0,"Master","Married","Unemployed","YES"
1778,"Female","36-50","Other","Low_Income_Area",67724,664,31,0.31,48811,"Car",0,"Bachelor","Married","Unemployed","YES"
1779,"Male","36-50","Caucasian","Urban_Center",65671,608,10,0.15,64938,"Business",0,"Master","Married","Service","YES"
1780,"Female","51-65","Caucasian","Urban_Center",58052,548,13,0.68,75801,"Home",1,"Master","Divorced","Unemployed","NO"
1781,"Female","36-50","Caucasian","Rural",81966,651,31,0.63,86197,"Business",0,"Master","Married","Service","NO"
1782,"Female","36-50","Caucasian","Rural",88845,698,3,0.69,51074,"Home",0,"Bachelor","Married","Service","YES"
1783,"Male","65+","Caucasian","Suburban",84871,634,15,0.25,71309,"Education",0,"Master","Single","Professional","NO"
1784,"Male","36-50","Asian","Urban_Center",61468,625,37,0.57,96132,"Car",0,"Master","Divorced","Unemployed","YES"
1785,"Female","18-25","Caucasian","Suburban",64458,626,33,0.33,50002,"Business",0,"Bachelor","Married","Manual","YES"
1786,"Female","36-50","African_American","Suburban",71099,749,25,0.72,39739,"Car",0,"Master","Single","Professional","NO"
1787,"Non-binary","26-35","Caucasian","Rural",25000,723,1,0.55,36314,"Business",0,"Bachelor","Single","Professional","YES"
1788,"Female","36-50","Caucasian","Suburban",44916,647,14,0.38,30278,"Home",0,"Bachelor","Married","Service","NO"
1789,"Male","18-25","Caucasian","Rural",80937,559,23,0.7,13752,"Car",0,"High_School","Divorced","Manual","YES"
1790,"Male","51-65","Caucasian","Suburban",69942,655,10,0.41,64455,"Business",0,"High_School","Married","Professional","YES"
1791,"Female","36-50","African_American","Urban_Center",38947,523,37,0.32,88747,"Home",0,"Master","Married","Professional","NO"
1792,"Female","26-35","African_American","Suburban",90780,760,30,0.24,79661,"Home",0,"High_School","Divorced","Manual","NO"
1793,"Male","26-35","Asian","Urban_Center",74796,687,8,0.49,51686,"Car",1,"High_School","Single","Unemployed","NO"
1794,"Male","65+","Caucasian","Suburban",52953,799,18,0.74,55601,"Home",0,"Master","Married","Professional","NO"
1795,"Female","26-35","Caucasian","Suburban",65226,759,38,0.14,30779,"Personal",0,"High_School","Married","Service","NO"
1796,"Female","65+","Caucasian","Rural",66337,696,32,0.78,88719,"Personal",0,"High_School","Single","Professional","NO"
1797,"Male","26-35","Asian","Rural",59043,603,14,0.11,83118,"Home",0,"PhD","Divorced","Professional","YES"
1798,"Non-binary","18-25","Caucasian","Rural",61343,638,8,0.18,15369,"Education",1,"Master","Single","Service","NO"
1799,"Male","18-25","Caucasian","Urban_Center",62034,531,11,0.12,79993,"Home",0,"PhD","Single","Service","YES"
1800,"Male","26-35","African_American","Urban_Center",78202,630,8,0.72,62890,"Car",1,"Master","Married","Unemployed","YES"
1801,"Female","65+","Caucasian","Suburban",84993,766,5,0.25,62950,"Home",0,"High_School","Single","Service","NO"
1802,"Male","26-35","Other","Suburban",76042,667,20,0.78,30089,"Car",0,"Master","Single","Professional","YES"
1803,"Female","26-35","Caucasian","Urban_Center",99918,666,29,0.69,9577,"Education",0,"Master","Married","Professional","YES"
1804,"Male","26-35","Caucasian","Urban_Center",77410,607,32,0.35,31848,"Car",0,"High_School","Married","Professional","YES"
1805,"Male","26-35","Hispanic","Rural",71452,782,5,0.22,69933,"Business",0,"Bachelor","Married","Manual","YES"
1806,"Female","18-25","Caucasian","Suburban",81809,703,4,0.42,8916,"Car",0,"High_School","Divorced","Service","YES"
1807,"Male","65+","African_American","Rural",62286,565,3,0.22,99532,"Business",1,"Bachelor","Widowed","Professional","YES"
1808,"Male","26-35","Caucasian","Urban_Center",79646,679,14,0.76,44903,"Home",0,"High_School","Married","Manual","NO"
1809,"Male","26-35","Caucasian","Suburban",105103,761,16,0.37,11525,"Education",0,"High_School","Divorced","Professional","YES"
1810,"Male","36-50","Asian","Urban_Center",60838,624,25,0.14,38992,"Car",0,"High_School","Single","Service","YES"
1811,"Female","36-50","Caucasian","Rural",85689,654,2,0.2,31493,"Business",1,"Master","Widowed","Unemployed","NO"
1812,"Male","51-65","Caucasian","Low_Income_Area",65497,615,12,0.52,74514,"Car",0,"Bachelor","Married","Professional","NO"
1813,"Male","51-65","Asian","Suburban",50042,779,7,0.61,87886,"Personal",2,"Master","Single","Manual","NO"
1814,"Male","36-50","Caucasian","Rural",87674,662,18,0.42,80150,"Car",0,"High_School","Single","Manual","NO"
1815,"Female","36-50","Asian","Urban_Center",74183,850,39,0.51,58710,"Car",0,"Master","Married","Professional","YES"
1816,"Female","26-35","Caucasian","Suburban",58664,452,20,0.66,97395,"Personal",0,"High_School","Married","Service","NO"
1817,"Male","36-50","Caucasian","Rural",100232,645,21,0.63,68934,"Home",0,"High_School","Married","Unemployed","YES"
1818,"Female","36-50","Caucasian","Rural",27868,739,9,0.36,63186,"Personal",0,"Bachelor","Widowed","Professional","YES"
1819,"Male","65+","Caucasian","Urban_Center",63743,624,32,0.22,64869,"Business",1,"Master","Divorced","Professional","YES"
1820,"Female","26-35","Caucasian","Suburban",60831,850,24,0.37,61327,"Car",0,"High_School","Single","Professional","NO"
1821,"Non-binary","65+","Hispanic","Suburban",62383,649,2,0.42,38852,"Personal",0,"High_School","Divorced","Manual","NO"
1822,"Female","51-65","Caucasian","Suburban",67424,547,36,0.4,90275,"Education",0,"Bachelor","Married","Service","YES"
1823,"Female","36-50","African_American","Rural",102235,606,1,0.45,73615,"Car",0,"Master","Married","Service","NO"
1824,"Male","51-65","Asian","Rural",25000,627,33,0.52,39882,"Home",0,"Master","Single","Professional","NO"
